"","Y1979","Y1980","Y1981","Y1982","Y1983","Y1984","Y1985","Y1986","Y1987","Y1988","Y1989","Y1990","Y1991","Y1992","Y1993","Y1994","Y1995","Y1996","Y1997","Y1998","Y1999","Y2000","Y2001","Y2002","Y2003","Y2004","Y2005","Y2006","Y2007","Y2008","Y2009","Y2010"
"Ethiopia",944.997806580086,874.853346165603,1042.2123008666,1013.06797554822,955.599236630489,743.794736205724,899.990818137399,821.106930368315,829.978649935425,900.230734434877,907.532678702336,812.117741571855,763.730606327212,812.546278005047,865.415238874068,842.98595207235,793.136509262126,908.171732501932,1003.3353237576,899.642572583868,833.3959304272,854.618231962044,833.327603720068,759.898088201921,821.731913083291,777.179502326945,782.221218739745,926.662169086901,822.543374699952,777.520034293818,578.870532979164,739.397178008951
"Nigeria",1231.53987982722,1271.31675463384,1181.68440674634,1134.29736428843,935.946304220571,1094.80487085726,1150.22873649975,1129.09588144636,1054.82885792547,1268.7470201549,1226.32940250812,1218.92646190278,1344.18973573993,1193.14932422197,1218.73468047794,1291.2612112316,1280.91626359291,1293.68547355224,1310.4395361167,1213.18884579498,1310.22925842084,1128.99774834661,1231.6835697791,1244.74927996645,1167.34311144738,1186.66290001193,1204.32178963136,1380.80405418472,1360.45631413727,1247.80064024469,1197.96757774227,1330.51221488726
"Gambia",772.856770833333,618.360107421875,769.310709635417,670.265421549479,528.981852213542,682.722473144531,721.894551595052,743.447835286458,792.312784830729,898.928934733073,853.715311686198,653.587036132812,632.727945963542,719.34434000651,780.607482910156,874.735921223958,801.407938639323,748.121154785156,777.757588704427,785.727620442708,1029.30814615885,906.031555175781,742.273620605469,640.922993977865,984.712198893229,740.637064615885,824.672831217448,707.849446614583,660.434814453125,971.842610677083,796.174235026042,890.241495768229
"Cameroon",1659.49737445027,1718.67719938317,1633.3947979155,1673.47071308992,1367.42739245356,1594.82480460446,1682.04647328902,1518.28804348277,1471.39720527493,1664.55956948209,1564.90177170111,1712.4823088354,1631.19994847304,1594.0982940051,1646.51372253003,1630.36614305146,1611.94300001495,1618.13845991277,1647.10652077604,1519.31742391781,1664.05414482688,1536.24576719115,1563.67410901128,1694.15881005112,1347.23460959091,1522.47340382686,1504.44097921151,1737.07085434271,1724.2317199707,1427.84882982734,1441.31144319911,1679.3026776995
"Guinea-Bissau",1615.71007191051,1495.20267001065,1733.0039395419,1575.70953924006,1441.99472878196,1421.69421386719,1525.16220925071,1606.88495427912,1597.10696688565,1741.58388449929,1824.45845170455,1527.14596280185,1669.87102716619,1664.63557572798,1649.47492009943,1896.04756303267,1653.64535245028,1589.78828568892,1750.61101740057,1774.60279430043,2082.60029740767,1797.36344770952,1755.43993030895,1576.12630948153,1963.0233931108,1690.04425603693,1507.17949884588,1494.09975363991,1312.83233087713,1847.81503018466,1410.98864746094,1568.11902965199
"Guinea",1722.17385160006,1668.070703751,1765.84767503005,1650.38964374249,1510.385939378,1485.00895182292,1607.94233116737,1628.73756760817,1585.56917630709,1702.56714180188,1736.88980024289,1692.2457431891,1708.90090238131,1767.13155580178,1732.91236134065,2024.81874593099,1763.79050073868,1781.90938626803,1814.61457237831,1913.98436247997,1946.77589455629,1761.80734018179,1863.10141538962,1686.33825370593,2128.77150472005,1710.247264373,1462.52513239934,1523.50387338492,1419.92308944311,1868.73788373898,1441.28545360076,1454.03150979067
"Benin",1242.45463679387,1116.39872233073,1038.25727257362,990.572300055088,841.628114357973,1039.00202042017,1115.73907783704,1037.43041053185,1051.12781857222,1190.13284067007,1193.50016432542,1028.25654484675,1331.49696702224,1014.03479316907,1093.17374048478,1240.27753468049,1202.98396183894,1146.06365027794,1125.32045648037,1170.2501549354,1219.34404422075,1045.42825865134,1004.75827104617,1127.74814703526,1255.59328988882,1151.24835518079,1077.2365253155,1069.3994516226,1250.55346992688,1244.08781863482,1174.20962289663,1237.78073041867
"Djibouti",402.899440220424,292.968880789621,479.358285086496,474.226571219308,477.450234549386,231.550541469029,373.895098005022,440.185468401228,398.674700055804,437.101501464844,543.545248849051,415.754534040179,457.95021711077,398.861476353237,469.37797328404,432.924516950335,432.408865792411,450.535234723772,466.902753557478,416.203290666853,400.407828194754,405.499947684152,368.877035958426,295.732500348772,350.182761056083,380.618342808315,369.429857526507,454.106052943638,328.012320382254,304.561859130859,241.163447788783,391.887581961496
"Somalia",358.950013502589,240.217182303375,454.164070849149,435.028963124977,279.742442005085,266.88752653014,354.976818948422,313.741716924703,376.220871187606,284.075918989361,419.331482725323,311.458533700907,295.622420041066,264.582034776796,362.219186386972,390.120702347665,320.246825560084,279.532283890922,691.29342953664,330.605325410951,323.437718733302,308.268219210067,302.438838526888,388.673453924791,379.084647772447,428.166289059621,302.167558778007,480.485223518228,331.628620579558,302.51680194207,304.91890381867,340.110406011905
"Ghana",1460.21159480168,1310.71350097656,1212.6499594664,1138.60452818259,904.952217297676,1292.22260069236,1284.64739911984,1167.16425499549,1317.35693124624,1248.77196170122,1399.78853744116,1129.87834441356,1426.87425192808,1065.72937011719,1207.95137532552,1208.70708446014,1321.36616242238,1300.13014808068,1261.64002560347,1128.37095446464,1381.84125225361,1191.67295563527,1065.2544125288,1236.28088222406,1335.15258319561,1273.67877588517,1213.18782473833,1146.36694335938,1290.80065291967,1319.605858436,1166.19978841146,1297.33506266276
"Togo",1410.69367133247,1203.91476101345,1099.47004869249,1024.30521647135,874.537875705295,1164.58508639865,1240.26421780056,1102.11606174045,1202.64835951063,1287.48495144314,1331.39074367947,1107.52532280816,1420.38321940104,1045.42475721571,1198.90863715278,1218.17123074002,1353.3103773329,1211.60993448893,1230.49183485243,1189.44947306315,1305.79682752821,1105.86036851671,1011.1331753201,1225.71782769097,1347.11370849609,1261.9860534668,1137.65698242188,1125.8248562283,1348.11296929253,1281.84153238932,1259.11068386502,1326.17225477431
"Central African Republic",1417.03065909591,1388.45118892894,1379.80727820303,1353.56200364057,1281.50813233619,1193.80846165676,1356.64875195073,1254.17280249502,1249.26320962345,1411.40341246362,1373.0345584645,1399.39568343817,1431.50692539589,1375.54724420286,1357.88161872415,1339.63623555501,1364.37557235419,1377.72368935978,1309.97602963915,1469.12509364708,1503.73531326593,1253.9370135139,1346.15724421482,1360.57333613377,1406.2186348111,1320.32772587795,1300.9501211129,1422.67013938754,1436.83610923617,1369.1455485026,1216.44136256798,1448.64956066655
"Cote d'Ivoire",1538.68843512579,1426.7682220739,1294.1306376326,1265.61794120019,993.517945455849,1381.1349067338,1425.90423695975,1202.12318014442,1391.46285254802,1373.46631979286,1496.49078873101,1240.26975859196,1328.02780179365,1164.64120063432,1272.40383379175,1386.50908807877,1431.44923442876,1395.29215009497,1211.13962603928,1283.67237448036,1418.55352279243,1304.31064206745,1175.17882964808,1195.19631202068,1456.38069586798,1280.09772120485,1217.21686686945,1241.9206867743,1237.07838369947,1402.08903405426,1147.07419747169,1398.21389518528
"Sierra Leone",2679.86454101563,2557.8269921875,2656.378046875,2407.80364257813,2406.64461914062,2244.32064453125,2248.0555859375,2334.02459960937,2333.75592773437,2306.13260742188,2478.5143359375,2279.65349609375,2306.612109375,2509.99736328125,2440.686015625,2581.33265625,2498.74609375,2548.95032226562,2411.50151367187,2730.8852734375,2441.33928710938,2392.3491796875,2419.69159179687,2290.89838867188,2656.76661132812,2202.4773828125,1870.48172851563,2053.99446289063,1790.98736328125,2317.89635742188,1530.17785644531,1655.54866210938
"Liberia",2467.47337292087,2344.47924017137,2154.33156659526,1971.32479366179,1840.49688523816,2170.19347750756,2185.71130764869,1853.99369959677,2087.08024351058,2138.04972593246,2203.64086914062,1957.95027800529,2045.2898500504,1956.25338646673,1921.58071997858,2147.47604271673,2196.9005953881,2263.68421591482,1964.28204542591,2287.70177041331,2143.16593686996,2102.60882371472,1857.22624354209,1809.2423765121,2188.83042858493,1890.68025059854,1632.34480531754,1723.92371786794,1672.05032053301,2098.66981161794,1291.40804955267,1815.96171323715
"Democratic Republic of the Congo",1655.35734960491,1624.75913726568,1625.91382656645,1664.72193960484,1568.98357628406,1576.82741839456,1701.51773923869,1664.34735410207,1673.48541801592,1731.98248378664,1751.30679528458,1694.83475225464,1622.36703427467,1601.66994514167,1588.2668486513,1540.21157199471,1532.80739926171,1565.20911975193,1600.53851119158,1496.46563234653,1643.03287890561,1687.0947484746,1709.9679065037,1735.98456957944,1565.2052367686,1683.98784950197,1541.81685301778,1793.94849334,1772.73250275057,1582.87948568558,1572.79806574331,1588.07769990528
"Kenya",815.981727967288,537.606554327164,778.781353139622,865.29224318234,586.640724059732,535.888098976829,679.174212940236,703.705716872598,569.766946231618,791.730488007081,810.87090623825,810.359892493263,580.305864303507,604.449122464593,531.165817015949,727.590125262418,606.201054863751,505.737963100168,997.728606361756,759.289332751922,547.017117097416,393.392002778895,584.143414828867,686.093968355719,596.397746040222,574.499220088204,419.213392206692,833.994227771453,615.164352172199,509.454796122995,475.905767022607,536.713128400996
"Equatorial Guinea",2092.11824544271,2108.14656575521,2001.30669487847,2054.35592990451,1702.30894639757,2320.06195746528,2246.64407009549,2015.95421006944,2038.69240993924,2348.77495659722,2130.74853515625,1932.66208224826,1930.84339735243,1768.11976453993,1877.7590874566,2073.08306206597,2047.56065538194,2068.95334201389,1969.41224500868,2038.5231391059,2102.54871961806,1925.24967447917,2045.36919487847,2304.23326280382,1920.3102484809,1833.83395724826,1826.81225585938,2100.52967664931,2275.45716688368,1642.65733506944,1735.958984375,1924.67442491319
"Uganda",1165.55169007836,1141.07968065215,1262.95261364448,1358.5017357803,1192.52605307974,1126.14077609923,1316.29178526343,1249.22727556926,1228.11589385242,1457.99997097108,1232.17346563572,1290.38066287157,1303.36966761147,1223.54909980588,1122.42198143936,1359.2722078649,1248.17481808546,1316.80124571265,1378.55701576791,1262.00891634313,1301.69962589915,1144.0177403892,1357.89770954411,1280.25776635147,1248.08173947218,1242.8022185535,1145.29741761743,1394.33131222609,1318.65317367926,1291.7704720846,1034.09112623261,1163.52625479349
"Congo",1678.74638227983,1699.03426513672,1657.77560480291,1613.23551802202,1383.13735018643,1642.19750865589,1750.65396173651,1611.69637673118,1616.0974720348,1773.98769753196,1712.58909357244,1748.21414905895,1544.99837646484,1586.58702503551,1555.44119096236,1647.51487815163,1642.90455433239,1550.69188121449,1592.22951549183,1601.28477894176,1780.80894109553,1733.44087357955,1607.46970103871,1745.33174826882,1522.39218306108,1536.53083052202,1469.27072310014,1649.61130925959,1876.09942737926,1569.50772594105,1715.83927667791,1665.19215087891
"Gabon",1755.67265828451,1869.87292771112,1794.09534999302,1706.72777012416,1363.50695800781,1984.20255243211,1963.35408673968,1736.04139346168,1744.64823695592,2056.41991606213,1863.0503859747,1836.48995681036,1716.19611612956,1577.8432980492,1648.24916585286,1846.6150890532,1844.29363141741,1738.08284069243,1761.81674049014,1681.15118262881,1884.36162458147,1856.43149239676,1778.19445946103,1963.07143583752,1747.35148257301,1555.78407069615,1613.48144095285,1842.7713070824,2107.34606933594,1589.82897949219,1861.4623819987,1861.12406703404
"Sao Tome and Principe",1049.25671386719,801.167297363281,1051.99096679688,1024.99182128906,679.78369140625,1612.44067382812,1439.64880371094,1214.60180664062,1116.5341796875,1957.50122070312,1618.86743164062,1253.26489257812,1370.21398925781,1374.1669921875,1458.34716796875,1261.09838867188,1693.8203125,1393.59545898438,1418.43811035156,1641.54870605469,1823.22790527344,1347.93823242188,1234.46154785156,1773.70080566406,1669.54577636719,1252.60266113281,1037.87915039062,1198.4287109375,1746.205078125,1219.25927734375,1273.69262695312,910.864318847656
"Rwanda",1400.67900390625,1357.81330566406,1443.01999511719,1486.97147216797,1396.55455322266,1324.74860839844,1381.92954101563,1438.04729003906,1344.898828125,1479.94997558594,1305.64985351562,1323.09343261719,1337.56915283203,1344.95280761719,1290.54711914062,1498.13852539063,1369.60310058594,1390.62834472656,1546.01008300781,1438.37425537109,1428.99741210938,1397.94755859375,1599.23477783203,1430.86915283203,1397.98197021484,1564.17137451172,1347.70476074219,1653.87923583984,1594.07448730469,1526.39675292969,1353.66743164062,1473.49344482422
"United Republic of Tanzania",1280.57453010908,1066.76542753332,970.915110868566,1248.89366459067,948.71284754136,1106.48210991753,1048.35733650557,1174.23351811428,942.393027311836,1025.01162799511,1224.55013260187,1041.35671797609,1026.61055361679,956.973119199666,899.146387436811,1027.39438524433,936.59586947572,924.318515154271,1135.42098161286,951.354662128523,951.773637160756,920.979628619026,898.465462678398,1090.98610692242,767.53169519761,1024.7309676027,710.253965689466,1220.01698093788,972.904616013072,973.529790741166,925.709221335018,828.498455172271
"Burundi",1264.78596191406,1178.69826660156,1231.59064941406,1378.69519042969,1163.16220703125,1118.26015625,1272.5138671875,1325.99816894531,1246.08347167969,1346.92915039062,1358.90944824219,1263.19995117188,1214.60920410156,1151.12648925781,1026.79404296875,1169.66962890625,1026.44248046875,1102.78217773437,1379.70187988281,1198.31381835938,1223.20322265625,1222.35615234375,1347.42980957031,1299.634765625,1117.78864746094,1348.69665527344,1020.89372558594,1488.65134277344,1324.31342773437,1346.53100585938,1228.93676757812,1205.26232910156
"Angola",1098.57294823573,945.835748672485,979.499842093541,1018.169612371,988.575215229621,1046.50859539325,1003.6796479592,1125.96819877625,993.995382822477,1180.33824091691,996.176614101116,1006.26583238748,1043.81620150346,917.382216306833,1069.65086746216,990.303907614488,958.614493736854,994.788741331834,1043.49036238744,976.836744803649,1035.33824663896,986.696297278771,1075.15341582665,1031.45019252484,972.89254797422,1017.27415385613,1058.89399132362,1188.18366138752,1162.55994334588,978.391418457031,1093.94420528412,1021.91995099875
"Zambia",1150.80645507813,1022.15346508789,973.332800292969,1022.616,921.385901855469,990.226187744141,1006.732546875,1159.48358129883,854.906803710938,1012.66722680664,1125.10835693359,938.546238769531,1019.1012800293,824.271698730469,1039.9326875,803.807743164062,802.244979125977,986.297427001953,1131.14421875,980.702649658203,957.042414550781,1137.82408496094,1097.1402878418,918.485040283203,967.99376953125,1107.33747143555,847.361738525391,1193.3804309082,1101.47335424805,1083.00847558594,1081.56672241211,1078.03177075195
"Malawi",1168.88057829204,1198.08116390831,977.961840177837,1203.99351742393,948.745260138261,1165.81098054585,1223.73482152035,1291.83636956466,873.874416953639,1148.54588880037,1415.00354325144,885.267703407689,1105.71018741005,829.970595510382,1053.49400570518,872.936248779297,957.696860865543,1221.62045609324,1337.12232087788,991.974639892578,1155.46663786236,1232.37002724095,1244.93558221114,1125.09333078485,1152.20583142732,1292.61867643657,915.766049033717,1274.47760170384,1226.48672324733,1157.37864122893,1153.72830842671,1025.13142796567
"Mozambique",1003.71980222781,1015.87830892841,1030.31493203381,1031.145303219,890.683363668035,1099.77369947112,1168.03862130954,1130.3438375523,836.401674534944,1036.90876352832,1187.30533785588,845.17257381825,992.592371908466,739.261595765303,975.140664318528,839.7364275643,886.675473788258,1108.98809723015,1219.04195972686,967.045554743277,1135.32594716504,1398.97740579098,1221.35668030928,890.248504867268,1013.99986810006,1111.56452101804,812.304767965824,1066.1828220096,1209.99548637019,1004.32858207788,908.726199260812,906.815523069003
"Comoros",1640.02209472656,2714.16088867188,1273.39050292969,1574.95263671875,1971.31103515625,1444.22937011719,1408.83544921875,1174.22680664062,955.192199707031,908.18212890625,1245.93725585938,880.291748046875,1133.70788574219,722.143005371094,1006.62969970703,1016.63830566406,917.347717285156,1033.52819824219,782.973876953125,957.2998046875,911.304016113281,807.524108886719,731.449584960938,1034.869140625,924.157653808594,1055.29028320312,833.879638671875,1112.14331054688,677.479187011719,997.940612792969,782.826354980469,803.95751953125
"Madagascar",1555.13216411648,1562.85486667959,1595.24545978182,2041.20021892912,1602.71185272063,2024.98210872478,1639.47650621884,1708.00039258794,1419.01137998955,1395.69934450082,1798.00718926665,1234.01822712194,1528.6271635276,1405.17742337174,1472.7050551218,1560.31915405887,1533.48539603535,1445.41077825652,1382.95844241962,1537.55880108551,1363.6731539779,1531.44893412374,1413.23801395282,1654.25094757847,1682.51964043852,1819.66818221969,1513.39660859228,1521.96681957149,1767.4126421291,1388.41827438585,1387.6409209745,1350.07959199072
"Zimbabwe",636.633796243107,701.429348216337,881.799517912023,511.414471345789,525.054036084343,624.087742300595,803.900340360754,764.07881972369,518.354229870964,715.422470092773,708.276731154498,654.953967374914,552.570174048929,504.855124305276,708.05792056813,500.590607811423,489.193632013658,791.058964897605,841.384236055262,684.610094407025,747.147658404182,1044.08943804573,910.555984945858,430.133051928352,618.318164825439,788.973853616154,565.109734479119,737.463751400218,787.130948235007,697.889759288115,646.890365151798,659.664073719698
"Namibia",326.430917148391,268.096801511917,186.96397480649,266.877668526945,252.945236903865,234.315316442829,282.036357421078,289.838927385284,237.32904572437,327.417053568239,274.757024951097,284.964008530673,332.953896093867,146.685036639303,327.279033135869,252.315663646738,209.394354059306,240.457367375337,363.936866986212,192.857016098209,295.48694306882,367.008224420847,326.901675446939,264.807193995353,215.97513733176,331.391899574094,279.721367586781,569.73277349173,195.773022003706,431.924025093637,416.124912368296,313.983464111434
"Botswana",372.10459470286,435.164762922861,497.260027246568,346.26606572716,368.536908196014,288.605130464128,323.696321654088,392.290238908194,343.70949250749,558.88764405482,506.703187961023,335.123813073612,490.320772041395,253.039835735432,407.910338911038,318.767262579168,378.795429340844,504.710986831813,517.327419984688,396.437959393251,363.569880661455,717.250773902078,522.751150927497,309.657642845969,299.202510352274,481.88133195303,404.733206739703,714.270650622914,362.639833839194,497.484978685101,563.818788695104,555.061943720845
"Mauritius",862.934753417969,838.768737792969,804.07421875,973.305908203125,696.633911132812,638.328735351562,863.127685546875,747.7373046875,851.987182617188,579.273559570312,640.158630371094,513.236389160156,510.869506835938,565.943298339844,603.442810058594,471.062713623047,1072.54406738281,814.009399414062,625.157104492188,575.161987304688,475.945404052734,520.261108398438,432.622283935547,768.811401367188,784.812072753906,849.482666015625,923.471008300781,701.381103515625,530.248229980469,866.065490722656,604.474182128906,627.432922363281
"Reunion",988.535888671875,868.571472167969,911.927307128906,1010.78552246094,788.310668945312,793.101989746094,1034.63732910156,904.554382324219,933.063110351562,673.364501953125,901.420776367188,565.757934570312,642.625305175781,511.865386962891,785.400512695312,595.609375,847.75537109375,799.001525878906,640.622924804688,631.973388671875,490.635681152344,510.160400390625,471.239196777344,897.584106445312,930.731201171875,631.583801269531,812.696472167969,744.709838867188,728.691284179688,771.491882324219,811.84228515625,757.639709472656
"South Africa",468.266748784383,476.484385867649,597.772247263591,422.364667477078,462.825498928494,452.603395962185,561.19627070109,476.405401306152,537.382983822293,665.850125189887,571.374118855794,444.676457138062,578.576869981554,352.234200998942,511.834335666233,424.331914045546,564.431962805854,664.81766966078,558.921617974175,532.210682288276,446.761605173747,697.845437588162,626.673983527289,483.155977240668,368.620415115356,524.798864296807,445.593372116089,696.759880489773,488.084787139893,498.205646955702,565.020908779568,518.727761679755
"Swaziland",689.053771972656,838.843872070312,957.853393554688,575.319091796875,835.777282714844,1150.74816894531,860.211486816406,734.353942871094,958.196533203125,903.095886230469,961.632690429688,732.276245117188,858.435913085938,568.570983886719,813.631713867188,667.966918945312,841.432556152344,1031.47192382812,975.976989746094,894.197692871094,941.043029785156,1378.3642578125,820.3125,565.154296875,503.777099609375,902.560913085938,724.430480957031,1072.06066894531,685.682373046875,721.080932617188,939.37939453125,862.71728515625
"Lesotho",791.004272460938,718.295850118001,879.263203938802,682.903981526693,757.465179443359,734.720222473145,853.94135538737,857.55078125,983.369028727214,1088.6923421224,916.596593221029,691.952865600586,901.469172159831,558.499666849772,833.077362060547,686.614397684733,893.998799641927,1069.84392801921,974.988693237305,945.179662068685,641.784004211426,988.041025797526,982.327489217122,817.905532836914,622.404345194499,844.455017089844,806.363016764323,1121.12066141764,727.020594278971,825.653325398763,956.602584838867,861.118291219076
